EventTime,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
892.35,1,Huskies,Huskies_F3,,1H,Offside,,76.0,8.0,0.0,0.0
902.58,1,Opponent1,Opponent1_D3,,1H,Free Kick,Free Kick,28.0,88.0,19.0,61.0
907.77,1,Opponent1,Opponent1_G1,Opponent1_D2,1H,Pass,Simple pass,19.0,61.0,42.0,16.0
911.12,1,Opponent1,Opponent1_D2,Opponent1_F1,1H,Pass,High pass,42.0,16.0,85.0,48.0
913.59,1,Opponent1,Opponent1_F1,,1H,Duel,Air duel,85.0,48.0,71.0,21.0
914.3,1,Huskies,Huskies_D2,,1H,Duel,Air duel,15.0,52.0,29.0,79.0
918.98,1,Huskies,Huskies_D1,Huskies_F3,1H,Pass,Simple pass,29.0,79.0,54.0,51.0
921.82,1,Huskies,Huskies_F3,,1H,Pass,Simple pass,54.0,51.0,44.0,42.0
922.55,1,Opponent1,Opponent1_M2,,1H,Others on the ball,Touch,56.0,58.0,67.0,66.0
925.08,1,Opponent1,Opponent1_M2,,1H,Duel,Ground defending duel,67.0,66.0,66.0,77.0
926.62,1,Huskies,Huskies_M3,,1H,Duel,Ground attacking duel,33.0,34.0,34.0,23.0
928.05,1,Opponent1,Opponent1_M2,,1H,Foul,Foul,66.0,77.0,67.0,66.0
937.66,1,Huskies,Huskies_D3,,1H,Free Kick,Free Kick,28.0,24.0,28.0,49.0
940.15,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,28.0,49.0,27.0,80.0
942.51,1,Huskies,Huskies_D1,,1H,Pass,Simple pass,27.0,80.0,67.0,95.0
944.87,1,Opponent1,Opponent1_F2,,1H,Duel,Ground defending duel,33.0,5.0,30.0,7.0
946.33,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,67.0,95.0,70.0,93.0
947.23,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,30.0,7.0,30.0,16.0
948.07,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,70.0,93.0,70.0,84.0
948.63,1,Opponent1,Opponent1_F2,Opponent1_M1,1H,Pass,Simple pass,30.0,16.0,37.0,33.0
952.73,1,Opponent1,Opponent1_M1,Opponent1_M2,1H,Pass,Simple pass,37.0,33.0,47.0,54.0
955.05,1,Opponent1,Opponent1_M2,,1H,Pass,High pass,47.0,54.0,71.0,0.0
972.75,1,Huskies,Huskies_D1,,1H,Free Kick,Throw in,18.0,100.0,42.0,90.0
974.16,1,Opponent1,Opponent1_M1,Opponent1_F1,1H,Pass,Simple pass,58.0,10.0,73.0,15.0
976.67,1,Opponent1,Opponent1_F1,,1H,Duel,Ground attacking duel,73.0,15.0,64.0,27.0
977.64,1,Huskies,Huskies_M2,Huskies_D2,1H,Pass,Simple pass,36.0,73.0,27.0,85.0
977.71,1,Huskies,Huskies_D2,,1H,Duel,Ground defending duel,27.0,85.0,29.0,80.0
978.08,1,Opponent1,Opponent1_F1,Opponent1_M1,1H,Pass,Simple pass,71.0,20.0,56.0,26.0
978.89,1,Opponent1,Opponent1_M1,Opponent1_D3,1H,Pass,Simple pass,56.0,26.0,63.0,60.0
983.65,1,Opponent1,Opponent1_D3,Opponent1_M1,1H,Pass,Simple pass,63.0,60.0,60.0,36.0
987.19,1,Opponent1,Opponent1_M1,Opponent1_M2,1H,Pass,Simple pass,60.0,36.0,71.0,67.0
989.24,1,Opponent1,Opponent1_M2,Opponent1_D3,1H,Pass,Simple pass,71.0,67.0,57.0,71.0
991.23,1,Opponent1,Opponent1_D3,Opponent1_M1,1H,Pass,Simple pass,57.0,71.0,55.0,52.0
995.01,1,Opponent1,Opponent1_M1,Opponent1_D2,1H,Pass,Simple pass,55.0,52.0,58.0,32.0
997.71,1,Opponent1,Opponent1_D2,Opponent1_M3,1H,Pass,Simple pass,58.0,32.0,65.0,40.0
999.24,1,Opponent1,Opponent1_M3,Opponent1_M1,1H,Pass,Simple pass,65.0,40.0,64.0,56.0
1002.01,1,Opponent1,Opponent1_M1,Opponent1_D2,1H,Pass,Simple pass,64.0,56.0,75.0,30.0
1003.71,1,Opponent1,Opponent1_D2,Opponent1_F2,1H,Pass,Simple pass,75.0,30.0,72.0,59.0
1007.93,1,Opponent1,Opponent1_F2,,1H,Pass,Simple pass,72.0,59.0,77.0,71.0
1010.18,1,Huskies,Huskies_M2,,1H,Duel,Ground defending duel,23.0,29.0,16.0,32.0
1010.4,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,77.0,71.0,84.0,68.0
1011.18,1,Huskies,Huskies_D3,,1H,Duel,Ground defending duel,16.0,32.0,23.0,67.0
1013.02,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,77.0,33.0,78.0,18.0
1014.31,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,23.0,67.0,22.0,82.0
1017.85,1,Opponent1,Opponent1_M2,Opponent1_M2,1H,Pass,Simple pass,78.0,18.0,74.0,8.0
1018.98,1,Opponent1,Opponent1_M2,Opponent1_M1,1H,Pass,Simple pass,74.0,8.0,64.0,40.0
1024.13,1,Opponent1,Opponent1_M1,Opponent1_F2,1H,Pass,Simple pass,64.0,40.0,69.0,58.0
1025.49,1,Opponent1,Opponent1_F2,Opponent1_M1,1H,Pass,Simple pass,69.0,58.0,64.0,53.0
1026.6,1,Opponent1,Opponent1_M1,Opponent1_D3,1H,Pass,Simple pass,64.0,53.0,74.0,83.0
1032.13,1,Opponent1,Opponent1_D3,Opponent1_F2,1H,Pass,Simple pass,74.0,83.0,66.0,67.0
1034.9,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,66.0,67.0,63.0,69.0
1035.55,1,Huskies,Huskies_F2,,1H,Duel,Ground defending duel,34.0,33.0,37.0,31.0
1037.89,1,Huskies,Huskies_F2,,1H,Foul,Foul,37.0,31.0,34.0,33.0
1048.46,1,Opponent1,Opponent1_M3,Opponent1_D3,1H,Pass,Simple pass,80.0,79.0,80.0,84.0
1053.57,1,Opponent1,Opponent1_D3,,1H,Duel,Ground attacking duel,80.0,84.0,80.0,84.0
1055.34,1,Opponent1,Opponent1_D3,,1H,Pass,Cross,80.0,84.0,100.0,32.0
1077.94,1,Huskies,Huskies_G1,,1H,Free Kick,Goal kick,0.0,0.0,15.0,18.0
1080.53,1,Huskies,Huskies_D3,Huskies_G1,1H,Pass,Simple pass,15.0,18.0,13.0,45.0
1083.67,1,Huskies,Huskies_G1,Huskies_M1,1H,Pass,High pass,13.0,45.0,39.0,97.0
1086.55,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Head pass,39.0,97.0,31.0,77.0
1088.35,1,Huskies,Huskies_D1,Huskies_M3,1H,Pass,Simple pass,31.0,77.0,33.0,47.0
1092.13,1,Huskies,Huskies_M3,Huskies_D3,1H,Pass,Simple pass,33.0,47.0,29.0,12.0
1093.8,1,Huskies,Huskies_D3,,1H,Others on the ball,Acceleration,29.0,12.0,71.0,8.0
1098.11,1,Huskies,Huskies_D3,Huskies_D4,1H,Pass,Simple pass,71.0,8.0,72.0,7.0
1098.9,1,Huskies,Huskies_D4,,1H,Duel,Ground attacking duel,72.0,7.0,72.0,0.0
1099.28,1,Opponent1,Opponent1_M2,,1H,Duel,Ground defending duel,28.0,93.0,28.0,100.0
1111.8,1,Huskies,Huskies_D4,,1H,Free Kick,Throw in,72.0,0.0,58.0,8.0
1114.35,1,Huskies,Huskies_D3,Huskies_D1,1H,Pass,Simple pass,58.0,8.0,41.0,73.0
1116.54,1,Huskies,Huskies_D1,,1H,Others on the ball,Touch,41.0,73.0,66.0,92.0
1121.54,1,Huskies,Huskies_D1,,1H,Pass,High pass,66.0,92.0,76.0,67.0
1122.78,1,Opponent1,Opponent1_D4,,1H,Pass,Head pass,24.0,33.0,38.0,38.0
1124.06,1,Huskies,Huskies_M3,Huskies_M1,1H,Pass,Simple pass,62.0,62.0,62.0,72.0
1128.9,1,Huskies,Huskies_M1,Huskies_F2,1H,Pass,Simple pass,62.0,72.0,70.0,78.0
1129.81,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,70.0,78.0,74.0,60.0
1130.6,1,Huskies,Huskies_M1,,1H,Pass,Simple pass,74.0,60.0,75.0,28.0
1132.28,1,Opponent1,Opponent1_F3,,1H,Others on the ball,Clearance,25.0,72.0,44.0,13.0
1136.46,1,Opponent1,Opponent1_F1,,1H,Duel,Air duel,44.0,13.0,29.0,8.0
1137.39,1,Huskies,Huskies_D1,,1H,Duel,Air duel,56.0,87.0,71.0,92.0
1138.95,1,Opponent1,Opponent1_D1,,1H,Pass,Simple pass,29.0,8.0,21.0,0.0
1144.2,1,Huskies,Huskies_F1,,1H,Free Kick,Throw in,68.0,100.0,65.0,96.0
1145.63,1,Huskies,Huskies_M1,Huskies_F1,1H,Pass,Simple pass,65.0,96.0,70.0,98.0
1148.5,1,Huskies,Huskies_F1,Huskies_F2,1H,Pass,Simple pass,70.0,98.0,68.0,83.0
1150.56,1,Huskies,Huskies_F2,Huskies_D3,1H,Pass,Simple pass,68.0,83.0,66.0,38.0
1154.05,1,Huskies,Huskies_D3,Huskies_D4,1H,Pass,Simple pass,66.0,38.0,79.0,4.0
1156.67,1,Huskies,Huskies_D4,,1H,Pass,Simple pass,79.0,4.0,74.0,6.0
1157.38,1,Opponent1,Opponent1_F3,,1H,Others on the ball,Touch,26.0,94.0,25.0,82.0
1158.77,1,Opponent1,Opponent1_M2,,1H,Duel,Ground loose ball duel,25.0,82.0,21.0,83.0
1159.52,1,Huskies,Huskies_M2,,1H,Others on the ball,Touch,79.0,17.0,77.0,0.0
1176.09,1,Opponent1,Opponent1_D3,,1H,Free Kick,Throw in,26.0,100.0,61.0,94.0
1178.77,1,Opponent1,Opponent1_F1,,1H,Duel,Ground attacking duel,61.0,94.0,60.0,96.0
1179.74,1,Huskies,Huskies_D3,,1H,Duel,Ground defending duel,39.0,6.0,40.0,4.0
1179.79,1,Opponent1,Opponent1_F1,,1H,Pass,Simple pass,60.0,96.0,43.0,93.0
1181.01,1,Huskies,Huskies_M2,,1H,Duel,Ground defending duel,57.0,7.0,70.0,8.0
1181.45,1,Opponent1,Opponent1_M3,,1H,Duel,Ground attacking duel,43.0,93.0,30.0,92.0
1184.2,1,Huskies,Huskies_M2,Huskies_M1,1H,Pass,Simple pass,70.0,8.0,65.0,61.0
1186.57,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,65.0,61.0,79.0,72.0
1187.16,1,Opponent1,Opponent1_F2,,1H,Duel,Ground defending duel,35.0,39.0,21.0,28.0
1190.19,1,Huskies,Huskies_M1,,1H,Shot,Shot,79.0,72.0,0.0,0.0
1192.87,1,Opponent1,Opponent1_G1,,1H,Save attempt,Save attempt,100.0,100.0,21.0,28.0
1212.75,1,Opponent1,Opponent1_D2,Opponent1_G1,1H,Pass,Simple pass,33.0,14.0,18.0,55.0
1228.92,1,Opponent1,Opponent1_G1,Opponent1_F3,1H,Pass,Launch,18.0,55.0,76.0,88.0
1231.44,1,Opponent1,Opponent1_F3,,1H,Duel,Air duel,76.0,88.0,77.0,76.0
1231.62,1,Huskies,Huskies_D3,,1H,Duel,Air duel,24.0,12.0,23.0,24.0
1232.81,1,Opponent1,Opponent1_F1,,1H,Pass,Head pass,77.0,76.0,72.0,81.0
1234.89,1,Huskies,Huskies_M3,Huskies_D4,1H,Pass,Simple pass,28.0,19.0,19.0,5.0
1237.06,1,Huskies,Huskies_D4,Huskies_D2,1H,Pass,Simple pass,19.0,5.0,21.0,39.0
1240.2,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,21.0,39.0,27.0,76.0
1243.28,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,27.0,76.0,40.0,96.0
1246.98,1,Huskies,Huskies_M1,Huskies_F1,1H,Pass,High pass,40.0,96.0,74.0,98.0
1250.07,1,Huskies,Huskies_F1,,1H,Offside,,74.0,98.0,0.0,0.0
1281.58,1,Opponent1,Opponent1_G1,,1H,Free Kick,Free Kick,27.0,13.0,78.0,47.0
1283.91,1,Opponent1,Opponent1_F1,,1H,Duel,Air duel,78.0,47.0,71.0,48.0
1284.8,1,Huskies,Huskies_D2,,1H,Duel,Air duel,22.0,53.0,29.0,52.0
1285.76,1,Huskies,Huskies_M2,Huskies_G1,1H,Pass,Head pass,29.0,52.0,12.0,43.0
1299.23,1,Huskies,Huskies_G1,Huskies_M1,1H,Pass,High pass,12.0,43.0,44.0,81.0
1304.93,1,Huskies,Huskies_M1,Huskies_F2,1H,Pass,Simple pass,44.0,81.0,49.0,75.0
1306.59,1,Huskies,Huskies_F2,Huskies_D1,1H,Pass,Simple pass,49.0,75.0,34.0,80.0
1308.75,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,34.0,80.0,28.0,51.0
1311.03,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,28.0,51.0,38.0,24.0
1314.93,1,Huskies,Huskies_D3,Huskies_M1,1H,Pass,Simple pass,38.0,24.0,42.0,67.0
1317.25,1,Huskies,Huskies_M1,Huskies_F2,1H,Pass,Simple pass,42.0,67.0,54.0,92.0
1318.78,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,54.0,92.0,61.0,79.0
1319.69,1,Huskies,Huskies_M1,,1H,Pass,Simple pass,61.0,79.0,69.0,94.0
1321.84,1,Opponent1,Opponent1_D1,,1H,Duel,Ground defending duel,31.0,6.0,27.0,8.0
1322.26,1,Huskies,Huskies_F1,,1H,Duel,Ground attacking duel,69.0,94.0,73.0,92.0
1323.49,1,Opponent1,Opponent1_D1,,1H,Others on the ball,Touch,27.0,8.0,30.0,2.0
1323.78,1,Huskies,Huskies_F1,Huskies_F2,1H,Pass,Simple pass,70.0,98.0,72.0,100.0
1333.81,1,Huskies,Huskies_F2,,1H,Free Kick,Throw in,71.0,100.0,60.0,92.0
1336.83,1,Huskies,Huskies_F3,Huskies_D2,1H,Pass,Simple pass,60.0,92.0,53.0,78.0
1338.62,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,53.0,78.0,61.0,18.0
1342.79,1,Huskies,Huskies_D3,Huskies_M3,1H,Pass,Simple pass,61.0,18.0,55.0,51.0
1347.36,1,Huskies,Huskies_M3,Huskies_M1,1H,Pass,Simple pass,55.0,51.0,51.0,68.0
1351.19,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Simple pass,51.0,68.0,62.0,99.0
1355.64,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,62.0,99.0,58.0,93.0
1357.8,1,Huskies,Huskies_M1,Huskies_D2,1H,Pass,Simple pass,58.0,93.0,45.0,60.0
1360.51,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,45.0,60.0,53.0,29.0
1364.55,1,Huskies,Huskies_D3,Huskies_M2,1H,Pass,Simple pass,53.0,29.0,65.0,22.0
1365.51,1,Huskies,Huskies_M2,Huskies_M3,1H,Pass,Simple pass,65.0,22.0,59.0,37.0
1366.28,1,Huskies,Huskies_M3,,1H,Duel,Ground attacking duel,59.0,37.0,60.0,33.0
1367.82,1,Huskies,Huskies_M3,Huskies_M2,1H,Pass,Simple pass,60.0,33.0,57.0,23.0
1368.15,1,Huskies,Huskies_M2,Huskies_M3,1H,Pass,Simple pass,57.0,23.0,68.0,7.0
1371.36,1,Huskies,Huskies_M3,Huskies_D3,1H,Pass,Simple pass,68.0,7.0,51.0,20.0
1373.94,1,Huskies,Huskies_D3,Huskies_D2,1H,Pass,Simple pass,51.0,20.0,47.0,56.0
1377.04,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,47.0,56.0,60.0,87.0
1380.19,1,Huskies,Huskies_D1,Huskies_F1,1H,Pass,Simple pass,60.0,87.0,68.0,97.0
1382.38,1,Huskies,Huskies_F1,Huskies_D1,1H,Pass,Simple pass,68.0,97.0,89.0,96.0
1384.76,1,Huskies,Huskies_D1,Huskies_D4,1H,Pass,Cross,89.0,96.0,98.0,3.0
1389.65,1,Huskies,Huskies_D4,,1H,Pass,Simple pass,98.0,3.0,95.0,7.0
1390.2,1,Opponent1,Opponent1_F3,,1H,Others on the ball,Touch,5.0,93.0,6.0,100.0
1394.91,1,Huskies,Huskies_D4,,1H,Free Kick,Throw in,96.0,0.0,94.0,24.0
1397.87,1,Opponent1,Opponent1_D4,,1H,Duel,Ground defending duel,6.0,76.0,3.0,78.0
1398.22,1,Huskies,Huskies_F3,,1H,Duel,Ground attacking duel,94.0,24.0,97.0,22.0
1399.36,1,Huskies,Huskies_F3,,1H,Pass,Cross,97.0,22.0,0.0,0.0
1401.32,1,Opponent1,Opponent1_D3,,1H,Others on the ball,Touch,4.0,75.0,0.0,76.0
1427.44,1,Huskies,Huskies_F2,,1H,Free Kick,Corner,100.0,0.0,83.0,59.0
1430.88,1,Huskies,Huskies_M1,,1H,Shot,Shot,83.0,59.0,0.0,0.0
1467.21,1,Opponent1,Opponent1_G1,,1H,Free Kick,Goal kick,100.0,100.0,53.0,96.0
1472.29,1,Opponent1,Opponent1_F3,,1H,Pass,Head pass,53.0,96.0,56.0,73.0
1474.61,1,Huskies,Huskies_M3,,1H,Pass,Head pass,44.0,27.0,57.0,20.0
1475.01,1,Opponent1,Opponent1_D3,,1H,Duel,Air duel,43.0,80.0,53.0,71.0
1475.27,1,Huskies,Huskies_F3,,1H,Duel,Air duel,57.0,20.0,47.0,29.0
1476.61,1,Huskies,Huskies_M3,,1H,Pass,Head pass,47.0,29.0,65.0,52.0
1477.68,1,Opponent1,Opponent1_D2,,1H,Pass,Launch,35.0,48.0,50.0,87.0
1480.76,1,Huskies,Huskies_M2,Huskies_D4,1H,Pass,Simple pass,50.0,13.0,50.0,7.0
1482.47,1,Huskies,Huskies_D4,Huskies_D3,1H,Pass,Simple pass,50.0,7.0,39.0,15.0
1483.23,1,Huskies,Huskies_D3,,1H,Pass,High pass,39.0,15.0,71.0,8.0
1485.47,1,Opponent1,Opponent1_D3,,1H,Others on the ball,Clearance,29.0,92.0,43.0,100.0
1495.31,1,Huskies,Huskies_D3,,1H,Free Kick,Throw in,42.0,0.0,57.0,10.0
1497.02,1,Huskies,Huskies_F3,Huskies_D3,1H,Pass,Simple pass,57.0,10.0,53.0,5.0
1497.83,1,Huskies,Huskies_D3,,1H,Pass,High pass,53.0,5.0,77.0,0.0
1511.15,1,Opponent1,Opponent1_D3,,1H,Free Kick,Throw in,30.0,100.0,57.0,90.0
1513.32,1,Huskies,Huskies_D4,,1H,Duel,Ground loose ball duel,43.0,10.0,36.0,8.0
1513.54,1,Opponent1,Opponent1_F3,,1H,Duel,Ground loose ball duel,57.0,90.0,64.0,92.0
1514.34,1,Opponent1,Opponent1_F3,,1H,Pass,Head pass,64.0,92.0,73.0,91.0
1516.22,1,Huskies,Huskies_D2,,1H,Duel,Ground defending duel,27.0,9.0,24.0,0.0
1516.36,1,Opponent1,Opponent1_F1,,1H,Duel,Ground attacking duel,73.0,91.0,76.0,100.0
1534.65,1,Huskies,Huskies_D4,,1H,Free Kick,Throw in,24.0,0.0,11.0,18.0
1539.32,1,Huskies,Huskies_D3,Huskies_G1,1H,Pass,Simple pass,11.0,18.0,3.0,33.0
1542.46,1,Huskies,Huskies_G1,Huskies_F1,1H,Pass,High pass,3.0,33.0,39.0,98.0
1546.45,1,Huskies,Huskies_F1,,1H,Pass,Simple pass,39.0,98.0,44.0,64.0
1548.21,1,Opponent1,Opponent1_M1,,1H,Duel,Ground defending duel,56.0,36.0,54.0,15.0
1548.61,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,46.0,85.0,44.0,64.0
1549.97,1,Opponent1,Opponent1_M1,,1H,Foul,Foul,56.0,36.0,54.0,15.0
1563.57,1,Huskies,Huskies_F2,Huskies_M3,1H,Pass,Simple pass,53.0,75.0,41.0,75.0
1565.58,1,Huskies,Huskies_M3,Huskies_D1,1H,Pass,Simple pass,41.0,75.0,35.0,79.0
1566.8,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,35.0,79.0,31.0,47.0
1569.29,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,31.0,47.0,43.0,12.0
1573.21,1,Huskies,Huskies_D3,Huskies_M2,1H,Pass,Simple pass,43.0,12.0,61.0,17.0
1574.78,1,Huskies,Huskies_M2,Huskies_D3,1H,Pass,Simple pass,61.0,17.0,58.0,39.0
1577.21,1,Huskies,Huskies_D3,Huskies_M1,1H,Pass,Simple pass,58.0,39.0,47.0,71.0
1587.21,1,Huskies,Huskies_M1,Huskies_M3,1H,Pass,Simple pass,47.0,71.0,40.0,81.0
1589.2,1,Huskies,Huskies_M3,Huskies_D2,1H,Pass,Simple pass,40.0,81.0,48.0,31.0
1591.55,1,Huskies,Huskies_D2,Huskies_F2,1H,Pass,Simple pass,48.0,31.0,48.0,26.0
1598.03,1,Huskies,Huskies_F2,Huskies_D3,1H,Pass,Simple pass,48.0,26.0,66.0,7.0
1600.52,1,Huskies,Huskies_D3,,1H,Pass,Simple pass,66.0,7.0,75.0,0.0
1623.78,1,Opponent1,Opponent1_D3,,1H,Free Kick,Throw in,30.0,100.0,44.0,63.0
1627.83,1,Opponent1,Opponent1_D2,,1H,Pass,High pass,44.0,63.0,66.0,53.0
1629.67,1,Huskies,Huskies_D1,,1H,Pass,Head pass,34.0,47.0,47.0,45.0
1631.22,1,Opponent1,Opponent1_D2,,1H,Duel,Ground defending duel,53.0,55.0,53.0,58.0
1631.65,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,47.0,45.0,47.0,42.0
1633.13,1,Huskies,Huskies_M1,Huskies_F2,1H,Pass,Simple pass,47.0,42.0,56.0,34.0
1633.76,1,Huskies,Huskies_F2,,1H,Others on the ball,Touch,56.0,34.0,71.0,25.0
1637.29,1,Huskies,Huskies_F2,Huskies_D4,1H,Pass,Simple pass,71.0,25.0,80.0,5.0
1640.15,1,Huskies,Huskies_D4,Huskies_F2,1H,Pass,Simple pass,80.0,5.0,74.0,25.0
1641.94,1,Huskies,Huskies_F2,,1H,Duel,Ground attacking duel,74.0,25.0,71.0,26.0
1642.56,1,Opponent1,Opponent1_M1,,1H,Duel,Ground defending duel,26.0,75.0,29.0,74.0
1642.99,1,Opponent1,Opponent1_M2,,1H,Duel,Ground loose ball duel,29.0,74.0,30.0,70.0
1643.37,1,Huskies,Huskies_F2,,1H,Duel,Ground loose ball duel,71.0,26.0,70.0,30.0
1644.49,1,Huskies,Huskies_F2,,1H,Duel,Ground loose ball duel,70.0,30.0,62.0,25.0
1644.82,1,Opponent1,Opponent1_M3,,1H,Duel,Ground loose ball duel,30.0,70.0,38.0,75.0
1645.88,1,Huskies,Huskies_M3,,1H,Duel,Ground loose ball duel,62.0,25.0,67.0,24.0
1646.6,1,Opponent1,Opponent1_M2,,1H,Duel,Ground loose ball duel,38.0,75.0,33.0,76.0
1647.25,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,67.0,24.0,68.0,22.0
1648.12,1,Opponent1,Opponent1_M3,,1H,Duel,Ground defending duel,33.0,76.0,32.0,78.0
1648.67,1,Opponent1,Opponent1_M1,,1H,Duel,Ground attacking duel,32.0,78.0,40.0,90.0
1649.71,1,Huskies,Huskies_M3,,1H,Duel,Ground defending duel,68.0,22.0,60.0,10.0
1650.41,1,Opponent1,Opponent1_M1,,1H,Pass,Simple pass,40.0,90.0,91.0,73.0
1657.17,1,Huskies,Huskies_G1,Huskies_D1,1H,Pass,Hand pass,9.0,27.0,38.0,81.0
1665.27,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,38.0,81.0,33.0,54.0
1669.64,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,33.0,54.0,39.0,80.0
1671.45,1,Huskies,Huskies_D1,Huskies_F2,1H,Pass,Simple pass,39.0,80.0,51.0,93.0
1673.21,1,Huskies,Huskies_F2,Huskies_D1,1H,Pass,Simple pass,51.0,93.0,42.0,85.0
1677.42,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,42.0,85.0,35.0,57.0
1679.75,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,35.0,57.0,46.0,19.0
1683.93,1,Huskies,Huskies_D3,Huskies_D4,1H,Pass,Simple pass,46.0,19.0,49.0,5.0
1685.59,1,Huskies,Huskies_D4,Huskies_M3,1H,Pass,Simple pass,49.0,5.0,55.0,18.0
1687.03,1,Huskies,Huskies_M3,Huskies_M2,1H,Pass,Simple pass,55.0,18.0,57.0,13.0
1688.52,1,Huskies,Huskies_M2,Huskies_D4,1H,Pass,Simple pass,57.0,13.0,50.0,6.0
1691.41,1,Huskies,Huskies_D4,,1H,Pass,Simple pass,50.0,6.0,62.0,28.0
1693.23,1,Opponent1,Opponent1_M1,Opponent1_M2,1H,Pass,Simple pass,38.0,72.0,62.0,67.0
1694.38,1,Opponent1,Opponent1_M2,,1H,Others on the ball,Acceleration,62.0,67.0,75.0,31.0
1698.91,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,75.0,31.0,77.0,24.0
1700.42,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,25.0,69.0,23.0,76.0
1704.04,1,Huskies,Huskies_M2,Huskies_F1,1H,Pass,Simple pass,23.0,76.0,47.0,96.0
1710.06,1,Huskies,Huskies_F1,,1H,Pass,Simple pass,47.0,96.0,55.0,86.0
1711.03,1,Opponent1,Opponent1_M3,,1H,Duel,Ground defending duel,45.0,14.0,44.0,16.0
1711.54,1,Huskies,Huskies_F2,,1H,Duel,Ground attacking duel,55.0,86.0,56.0,84.0
1713.28,1,Opponent1,Opponent1_M3,,1H,Foul,Foul,44.0,16.0,45.0,14.0
1746.9,1,Huskies,Huskies_M1,Huskies_M3,1H,Pass,Simple pass,56.0,75.0,54.0,40.0
1750.19,1,Huskies,Huskies_M3,Huskies_D3,1H,Pass,Simple pass,54.0,40.0,59.0,13.0
1754.9,1,Huskies,Huskies_D3,Huskies_D2,1H,Pass,Simple pass,59.0,13.0,59.0,52.0
1757.48,1,Huskies,Huskies_D2,Huskies_F2,1H,Pass,Simple pass,59.0,52.0,63.0,87.0
1759.91,1,Huskies,Huskies_F2,,1H,Pass,Smart pass,63.0,87.0,99.0,74.0
1781.34,1,Opponent1,Opponent1_G1,,1H,Free Kick,Goal kick,100.0,100.0,79.0,14.0
