EventTime,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1791.1,1,Opponent1,Opponent1_F1,Opponent1_F2,1H,Pass,Simple pass,79.0,14.0,68.0,18.0
1794.18,1,Opponent1,Opponent1_F2,Opponent1_D4,1H,Pass,Simple pass,68.0,18.0,51.0,49.0
1797.15,1,Opponent1,Opponent1_D4,Opponent1_M1,1H,Pass,Simple pass,51.0,49.0,54.0,57.0
1799.1,1,Opponent1,Opponent1_M1,Opponent1_F1,1H,Pass,High pass,54.0,57.0,90.0,15.0
1804.67,1,Opponent1,Opponent1_F1,Opponent1_D1,1H,Pass,Simple pass,90.0,15.0,73.0,8.0
1808.43,1,Opponent1,Opponent1_D1,Opponent1_F2,1H,Pass,Simple pass,73.0,8.0,82.0,23.0
1809.84,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,82.0,23.0,91.0,24.0
1810.21,1,Huskies,Huskies_M3,,1H,Duel,Ground defending duel,18.0,77.0,9.0,76.0
1812.95,1,Huskies,Huskies_D2,Huskies_G1,1H,Pass,Simple pass,9.0,76.0,8.0,51.0
1822.71,1,Huskies,Huskies_G1,Huskies_M1,1H,Pass,High pass,8.0,51.0,37.0,97.0
1826.66,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Simple pass,37.0,97.0,23.0,88.0
1829.7,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,23.0,88.0,30.0,56.0
1832.54,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,30.0,56.0,32.0,15.0
1836.67,1,Huskies,Huskies_D3,Huskies_M3,1H,Pass,Simple pass,32.0,15.0,31.0,30.0
1838.56,1,Huskies,Huskies_M3,Huskies_D2,1H,Pass,Simple pass,31.0,30.0,24.0,66.0
1841.35,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,24.0,66.0,29.0,87.0
1842.51,1,Huskies,Huskies_D1,,1H,Others on the ball,Touch,29.0,87.0,49.0,89.0
1846.85,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,49.0,89.0,60.0,96.0
1848.0,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Simple pass,60.0,96.0,59.0,88.0
1851.74,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,59.0,88.0,59.0,96.0
1855.77,1,Huskies,Huskies_M1,Huskies_F1,1H,Pass,Simple pass,59.0,96.0,65.0,97.0
1857.83,1,Huskies,Huskies_F1,Huskies_M1,1H,Pass,Simple pass,65.0,97.0,35.0,98.0
1860.4,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Simple pass,35.0,98.0,42.0,75.0
1863.16,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,42.0,75.0,36.0,49.0
1867.03,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,36.0,49.0,43.0,7.0
1871.08,1,Huskies,Huskies_D3,Huskies_F2,1H,Pass,Simple pass,43.0,7.0,62.0,15.0
1877.42,1,Huskies,Huskies_F2,Huskies_D3,1H,Pass,Simple pass,62.0,15.0,46.0,15.0
1880.03,1,Huskies,Huskies_D3,Huskies_M1,1H,Pass,Simple pass,46.0,15.0,52.0,50.0
1882.43,1,Huskies,Huskies_M1,,1H,Pass,High pass,52.0,50.0,84.0,37.0
1884.77,1,Opponent1,Opponent1_D4,,1H,Pass,Head pass,16.0,63.0,42.0,44.0
1888.72,1,Huskies,Huskies_M3,Huskies_D1,1H,Pass,Simple pass,58.0,56.0,58.0,90.0
1893.36,1,Huskies,Huskies_D1,Huskies_M3,1H,Pass,Simple pass,58.0,90.0,59.0,71.0
1897.04,1,Huskies,Huskies_M3,Huskies_D1,1H,Pass,Simple pass,59.0,71.0,59.0,97.0
1899.28,1,Huskies,Huskies_D1,,1H,Pass,Simple pass,59.0,97.0,61.0,83.0
1899.71,1,Opponent1,Opponent1_F2,,1H,Others on the ball,Touch,39.0,17.0,36.0,17.0
1900.77,1,Opponent1,Opponent1_F2,,1H,Duel,Ground loose ball duel,36.0,17.0,39.0,9.0
1901.81,1,Huskies,Huskies_D1,,1H,Pass,Simple pass,61.0,91.0,61.0,72.0
1904.28,1,Opponent1,Opponent1_M3,,1H,Duel,Ground defending duel,39.0,28.0,39.0,38.0
1904.73,1,Huskies,Huskies_M1,,1H,Duel,Ground attacking duel,61.0,72.0,61.0,62.0
1905.8,1,Opponent1,Opponent1_M3,,1H,Foul,Foul,39.0,38.0,39.0,28.0
1950.13,1,Huskies,Huskies_F2,,1H,Free Kick,Free kick cross,64.0,79.0,99.0,44.0
1985.54,1,Opponent1,Opponent1_G1,,1H,Free Kick,Goal kick,100.0,100.0,64.0,76.0
1988.98,1,Opponent1,Opponent1_F1,,1H,Duel,Air duel,64.0,76.0,91.0,93.0
1989.18,1,Huskies,Huskies_M3,,1H,Duel,Air duel,36.0,24.0,9.0,7.0
1999.18,1,Opponent1,Opponent1_M2,Opponent1_M1,1H,Pass,Simple pass,91.0,93.0,84.0,92.0
2001.42,1,Opponent1,Opponent1_M1,,1H,Pass,Cross,84.0,92.0,90.0,67.0
2002.81,1,Huskies,Huskies_M3,,1H,Others on the ball,Clearance,10.0,33.0,0.0,31.0
2025.48,1,Opponent1,Opponent1_M2,,1H,Free Kick,Corner,100.0,100.0,96.0,61.0
2027.8,1,Opponent1,Opponent1_D2,,1H,Duel,Air duel,96.0,61.0,76.0,84.0
2028.37,1,Huskies,Huskies_F2,,1H,Duel,Air duel,4.0,39.0,24.0,16.0
2031.63,1,Huskies,Huskies_F3,,1H,Duel,Ground attacking duel,24.0,16.0,22.0,19.0
2033.79,1,Opponent1,Opponent1_F2,Opponent1_D1,1H,Pass,Simple pass,78.0,81.0,53.0,54.0
2037.29,1,Opponent1,Opponent1_D1,Opponent1_M3,1H,Pass,Simple pass,53.0,54.0,58.0,34.0
2039.79,1,Opponent1,Opponent1_M3,,1H,Pass,High pass,58.0,34.0,83.0,70.0
2043.51,1,Huskies,Huskies_D2,,1H,Others on the ball,Touch,17.0,30.0,20.0,31.0
2045.3,1,Opponent1,Opponent1_F3,,1H,Duel,Ground attacking duel,80.0,69.0,83.0,73.0
2045.72,1,Huskies,Huskies_D2,,1H,Duel,Ground defending duel,20.0,31.0,17.0,27.0
2046.09,1,Opponent1,Opponent1_F3,,1H,Shot,Shot,83.0,73.0,100.0,100.0
2072.2,1,Huskies,Huskies_G1,,1H,Free Kick,Goal kick,0.0,0.0,69.0,90.0
2074.74,1,Opponent1,Opponent1_D1,,1H,Duel,Air duel,31.0,10.0,38.0,21.0
2075.5,1,Huskies,Huskies_F1,,1H,Duel,Air duel,69.0,90.0,62.0,79.0
2076.88,1,Huskies,Huskies_F2,,1H,Duel,Ground defending duel,62.0,79.0,70.0,84.0
2076.98,1,Opponent1,Opponent1_M3,,1H,Duel,Ground attacking duel,38.0,21.0,30.0,16.0
2078.86,1,Opponent1,Opponent1_M3,Opponent1_D2,1H,Pass,Simple pass,30.0,16.0,14.0,25.0
2080.27,1,Opponent1,Opponent1_D2,Opponent1_F1,1H,Pass,High pass,14.0,25.0,54.0,28.0
2083.26,1,Opponent1,Opponent1_F1,,1H,Duel,Ground attacking duel,54.0,28.0,62.0,29.0
2084.21,1,Huskies,Huskies_D2,,1H,Duel,Ground defending duel,46.0,72.0,38.0,71.0
2084.6,1,Opponent1,Opponent1_F1,,1H,Duel,Ground loose ball duel,62.0,29.0,62.0,12.0
2086.79,1,Opponent1,Opponent1_F2,,1H,Others on the ball,Acceleration,62.0,12.0,81.0,22.0
2089.64,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,81.0,22.0,88.0,24.0
2090.38,1,Huskies,Huskies_D1,,1H,Duel,Ground defending duel,19.0,78.0,12.0,76.0
2091.07,1,Opponent1,Opponent1_F2,,1H,Shot,Shot,88.0,24.0,100.0,100.0
2114.87,1,Huskies,Huskies_G1,,1H,Free Kick,Goal kick,0.0,0.0,39.0,96.0
2118.76,1,Huskies,Huskies_M1,Huskies_M3,1H,Pass,Simple pass,39.0,96.0,43.0,88.0
2119.15,1,Huskies,Huskies_M3,Huskies_M1,1H,Pass,Simple pass,43.0,88.0,38.0,91.0
2120.05,1,Huskies,Huskies_M1,Huskies_D2,1H,Pass,Simple pass,38.0,91.0,27.0,57.0
2121.2,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,27.0,57.0,27.0,90.0
2123.42,1,Huskies,Huskies_D1,Huskies_D3,1H,Pass,High pass,27.0,90.0,31.0,13.0
2127.43,1,Huskies,Huskies_D3,,1H,Others on the ball,Clearance,31.0,13.0,74.0,0.0
2146.37,1,Opponent1,Opponent1_D3,,1H,Free Kick,Throw in,29.0,100.0,61.0,95.0
2150.35,1,Huskies,Huskies_M3,,1H,Pass,Head pass,39.0,5.0,40.0,20.0
2152.26,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,60.0,80.0,58.0,82.0
2152.43,1,Huskies,Huskies_M2,,1H,Duel,Ground defending duel,40.0,20.0,42.0,18.0
2153.82,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,58.0,82.0,59.0,82.0
2154.22,1,Huskies,Huskies_M3,,1H,Duel,Ground defending duel,42.0,18.0,41.0,18.0
2154.57,1,Huskies,Huskies_M2,,1H,Duel,Ground defending duel,41.0,18.0,42.0,18.0
2155.64,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,59.0,82.0,58.0,82.0
2156.89,1,Huskies,Huskies_M2,Huskies_M3,1H,Pass,Simple pass,42.0,18.0,44.0,23.0
2157.85,1,Huskies,Huskies_M3,,1H,Pass,High pass,44.0,23.0,70.0,22.0
2160.65,1,Opponent1,Opponent1_D3,Opponent1_D2,1H,Pass,Simple pass,30.0,78.0,31.0,30.0
2164.44,1,Opponent1,Opponent1_D2,Opponent1_D1,1H,Pass,Simple pass,31.0,30.0,34.0,14.0
2169.75,1,Opponent1,Opponent1_D1,Opponent1_F2,1H,Pass,Simple pass,34.0,14.0,42.0,9.0
2171.98,1,Opponent1,Opponent1_F2,Opponent1_D2,1H,Pass,Simple pass,42.0,9.0,43.0,6.0
2176.52,1,Opponent1,Opponent1_D2,,1H,Pass,High pass,43.0,6.0,64.0,9.0
2176.82,1,Huskies,Huskies_D2,,1H,Duel,Ground loose ball duel,36.0,91.0,34.0,95.0
2179.71,1,Huskies,Huskies_D2,Huskies_F1,1H,Pass,Head pass,34.0,95.0,26.0,99.0
2183.02,1,Huskies,Huskies_F1,Huskies_D1,1H,Pass,Simple pass,26.0,99.0,27.0,90.0
2184.71,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,27.0,90.0,19.0,73.0
2187.71,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,19.0,73.0,20.0,24.0
2190.1,1,Huskies,Huskies_D3,Huskies_M3,1H,Pass,Simple pass,20.0,24.0,33.0,53.0
2191.7,1,Huskies,Huskies_M3,,1H,Others on the ball,Touch,33.0,53.0,59.0,28.0
2198.16,1,Huskies,Huskies_M3,Huskies_M2,1H,Pass,Simple pass,59.0,28.0,55.0,12.0
2200.73,1,Huskies,Huskies_M2,,1H,Pass,Simple pass,55.0,12.0,66.0,37.0
2203.71,1,Opponent1,Opponent1_M3,Opponent1_F2,1H,Pass,Simple pass,34.0,63.0,42.0,37.0
2206.01,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,42.0,37.0,47.0,53.0
2206.07,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,58.0,63.0,53.0,47.0
2207.64,1,Opponent1,Opponent1_F2,Opponent1_M1,1H,Pass,Simple pass,47.0,53.0,47.0,64.0
2210.24,1,Opponent1,Opponent1_M1,Opponent1_D1,1H,Pass,High pass,47.0,64.0,99.0,16.0
2215.15,1,Opponent1,Opponent1_D1,,1H,Pass,Cross,99.0,16.0,96.0,28.0
2218.92,1,Huskies,Huskies_D1,Huskies_M2,1H,Pass,Simple pass,4.0,72.0,21.0,69.0
2220.4,1,Huskies,Huskies_M2,,1H,Others on the ball,Touch,21.0,69.0,44.0,65.0
2223.95,1,Huskies,Huskies_M2,Huskies_M3,1H,Pass,Simple pass,44.0,65.0,36.0,54.0
2226.61,1,Huskies,Huskies_M3,Huskies_F2,1H,Pass,Simple pass,36.0,54.0,44.0,52.0
2229.78,1,Huskies,Huskies_F2,,1H,Pass,High pass,44.0,52.0,80.0,85.0
2232.64,1,Opponent1,Opponent1_D2,,1H,Others on the ball,Clearance,20.0,15.0,25.0,0.0
2252.05,1,Huskies,Huskies_M1,,1H,Free Kick,Throw in,66.0,100.0,75.0,85.0
2253.36,1,Huskies,Huskies_F3,,1H,Duel,Ground attacking duel,75.0,85.0,75.0,78.0
2254.36,1,Opponent1,Opponent1_M1,,1H,Others on the ball,Touch,25.0,22.0,26.0,16.0
2255.05,1,Huskies,Huskies_F3,,1H,Duel,Ground defending duel,74.0,84.0,80.0,71.0
2255.39,1,Opponent1,Opponent1_M1,,1H,Duel,Ground defending duel,25.0,15.0,20.0,29.0
2255.86,1,Opponent1,Opponent1_D4,,1H,Pass,Launch,20.0,29.0,53.0,44.0
2259.1,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,47.0,56.0,59.0,27.0
2263.27,1,Huskies,Huskies_D3,Huskies_D2,1H,Pass,Simple pass,59.0,27.0,45.0,54.0
2265.89,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,45.0,54.0,59.0,87.0
2268.48,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,59.0,87.0,58.0,97.0
2270.66,1,Huskies,Huskies_M1,Huskies_F1,1H,Pass,Simple pass,58.0,97.0,70.0,97.0
2271.21,1,Huskies,Huskies_F1,Huskies_F2,1H,Pass,Simple pass,70.0,97.0,64.0,86.0
2273.2,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,64.0,86.0,74.0,84.0
2275.34,1,Huskies,Huskies_M1,Huskies_F3,1H,Pass,Simple pass,74.0,84.0,79.0,78.0
2276.35,1,Huskies,Huskies_F3,Huskies_F2,1H,Pass,Simple pass,79.0,78.0,84.0,77.0
2276.88,1,Huskies,Huskies_F2,,1H,Others on the ball,Touch,84.0,77.0,87.0,73.0
2277.21,1,Opponent1,Opponent1_D2,,1H,Duel,Ground attacking duel,13.0,27.0,17.0,34.0
2278.12,1,Huskies,Huskies_F2,,1H,Duel,Ground defending duel,87.0,73.0,83.0,66.0
2278.25,1,Huskies,Huskies_F3,,1H,Duel,Ground defending duel,83.0,66.0,65.0,65.0
2278.72,1,Opponent1,Opponent1_D2,,1H,Duel,Ground attacking duel,17.0,34.0,35.0,35.0
2281.56,1,Opponent1,Opponent1_D2,Opponent1_M2,1H,Pass,Simple pass,35.0,35.0,48.0,56.0
2285.97,1,Opponent1,Opponent1_M2,Opponent1_D3,1H,Pass,Simple pass,48.0,56.0,59.0,88.0
2288.09,1,Opponent1,Opponent1_D3,Opponent1_F3,1H,Pass,Smart pass,59.0,88.0,80.0,82.0
2288.99,1,Opponent1,Opponent1_F3,,1H,Others on the ball,Touch,80.0,82.0,73.0,63.0
2292.22,1,Huskies,Huskies_D4,,1H,Others on the ball,Acceleration,27.0,37.0,54.0,48.0
2297.07,1,Huskies,Huskies_D4,,1H,Duel,Ground attacking duel,54.0,48.0,57.0,56.0
2298.94,1,Opponent1,Opponent1_M1,,1H,Duel,Ground defending duel,46.0,52.0,43.0,44.0
2299.75,1,Huskies,Huskies_D4,,1H,Duel,Ground attacking duel,57.0,56.0,58.0,50.0
2300.89,1,Huskies,Huskies_D4,Huskies_M2,1H,Pass,Simple pass,58.0,50.0,69.0,42.0
2301.74,1,Huskies,Huskies_M2,Huskies_F3,1H,Pass,Simple pass,69.0,42.0,75.0,19.0
2306.86,1,Huskies,Huskies_F3,,1H,Pass,Simple pass,75.0,19.0,78.0,37.0
2308.14,1,Opponent1,Opponent1_M1,Opponent1_M3,1H,Pass,Simple pass,22.0,63.0,25.0,70.0
2309.19,1,Opponent1,Opponent1_M3,Opponent1_M2,1H,Pass,Simple pass,25.0,70.0,40.0,83.0
2313.46,1,Opponent1,Opponent1_M2,Opponent1_F3,1H,Pass,Simple pass,40.0,83.0,76.0,85.0
2321.86,1,Opponent1,Opponent1_F3,Opponent1_M3,1H,Pass,Simple pass,76.0,85.0,89.0,89.0
2324.87,1,Opponent1,Opponent1_M3,,1H,Pass,Cross,89.0,89.0,88.0,59.0
2326.33,1,Huskies,Huskies_D2,,1H,Others on the ball,Clearance,12.0,41.0,21.0,0.0
2347.27,1,Opponent1,Opponent1_F3,,1H,Free Kick,Throw in,81.0,100.0,80.0,100.0
2371.21,1,Huskies,Huskies_D3,,1H,Free Kick,Throw in,22.0,0.0,26.0,5.0
2373.7,1,Huskies,Huskies_D4,Huskies_D3,1H,Pass,Simple pass,26.0,5.0,18.0,7.0
2375.29,1,Huskies,Huskies_D3,Huskies_F2,1H,Pass,High pass,18.0,7.0,55.0,16.0
2378.01,1,Huskies,Huskies_F2,,1H,Duel,Ground attacking duel,55.0,16.0,48.0,29.0
2381.22,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,48.0,29.0,50.0,79.0
2383.38,1,Huskies,Huskies_M1,,1H,Pass,High pass,50.0,79.0,97.0,86.0
2386.77,1,Opponent1,Opponent1_D1,,1H,Duel,Ground defending duel,3.0,14.0,0.0,0.0
2386.82,1,Huskies,Huskies_F1,,1H,Duel,Ground attacking duel,97.0,86.0,100.0,100.0
2420.41,1,Huskies,Huskies_F3,,1H,Free Kick,Corner,100.0,100.0,94.0,99.0
2422.33,1,Huskies,Huskies_F2,,1H,Pass,Cross,94.0,99.0,92.0,35.0
2423.1,1,Opponent1,Opponent1_F3,,1H,Duel,Air duel,8.0,65.0,8.0,56.0
2424.23,1,Huskies,Huskies_D3,,1H,Duel,Air duel,92.0,35.0,92.0,44.0
2425.37,1,Opponent1,Opponent1_D4,,1H,Duel,Air duel,8.0,56.0,8.0,51.0
2426.04,1,Huskies,Huskies_D2,,1H,Duel,Air duel,92.0,44.0,92.0,49.0
2428.45,1,Huskies,Huskies_D2,,1H,Foul,Foul,92.0,49.0,92.0,44.0
2441.11,1,Opponent1,Opponent1_G1,,1H,Free Kick,Free Kick,13.0,59.0,20.0,71.0
2444.35,1,Opponent1,Opponent1_D3,Opponent1_F2,1H,Pass,Simple pass,20.0,71.0,40.0,7.0
2457.13,1,Opponent1,Opponent1_F2,Opponent1_M1,1H,Pass,Simple pass,40.0,7.0,41.0,19.0
2457.47,1,Opponent1,Opponent1_M1,,1H,Duel,Ground attacking duel,41.0,19.0,35.0,5.0
2460.9,1,Opponent1,Opponent1_M1,,1H,Duel,Ground defending duel,35.0,5.0,36.0,4.0
2460.94,1,Huskies,Huskies_M3,,1H,Duel,Ground attacking duel,65.0,95.0,64.0,96.0
2462.86,1,Huskies,Huskies_M3,,1H,Pass,Simple pass,64.0,96.0,71.0,94.0
2463.07,1,Opponent1,Opponent1_D1,,1H,Duel,Ground defending duel,29.0,6.0,30.0,28.0
2463.42,1,Huskies,Huskies_F3,,1H,Duel,Ground attacking duel,71.0,94.0,70.0,72.0
2465.16,1,Opponent1,Opponent1_D4,,1H,Pass,Simple pass,30.0,28.0,31.0,6.0
2465.51,1,Huskies,Huskies_F3,,1H,Pass,Simple pass,69.0,94.0,52.0,83.0
2468.32,1,Opponent1,Opponent1_F1,,1H,Pass,Simple pass,48.0,17.0,46.0,41.0
2470.57,1,Huskies,Huskies_D3,,1H,Pass,Simple pass,54.0,59.0,87.0,57.0
2477.7,1,Opponent1,Opponent1_G1,Opponent1_D2,1H,Pass,Simple pass,13.0,43.0,42.0,12.0
2485.54,1,Opponent1,Opponent1_D2,Opponent1_F1,1H,Pass,High pass,42.0,12.0,64.0,17.0
2488.16,1,Opponent1,Opponent1_F1,,1H,Duel,Ground attacking duel,64.0,17.0,66.0,15.0
2488.21,1,Huskies,Huskies_D1,,1H,Duel,Ground defending duel,36.0,83.0,34.0,85.0
2489.02,1,Opponent1,Opponent1_F1,,1H,Pass,Simple pass,66.0,15.0,57.0,20.0
2489.93,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,43.0,80.0,43.0,77.0
2490.93,1,Opponent1,Opponent1_F2,,1H,Duel,Ground attacking duel,57.0,20.0,57.0,23.0
2492.38,1,Huskies,Huskies_M1,,1H,Foul,Foul,43.0,77.0,43.0,80.0
2545.52,1,Opponent1,Opponent1_M2,,1H,Free Kick,Free kick cross,64.0,15.0,89.0,57.0
2548.62,1,Huskies,Huskies_D2,,1H,Duel,Air duel,11.0,43.0,12.0,41.0
2550.12,1,Huskies,Huskies_D3,,1H,Duel,Air duel,12.0,41.0,22.0,25.0
2550.76,1,Opponent1,Opponent1_M3,,1H,Pass,High pass,78.0,75.0,91.0,34.0
2552.31,1,Huskies,Huskies_F1,,1H,Others on the ball,Clearance,9.0,66.0,16.0,100.0
2573.61,1,Opponent1,Opponent1_D1,,1H,Free Kick,Throw in,84.0,0.0,92.0,18.0
2576.57,1,Opponent1,Opponent1_M3,,1H,Duel,Ground attacking duel,92.0,18.0,100.0,0.0
2577.23,1,Huskies,Huskies_M1,,1H,Duel,Ground defending duel,8.0,82.0,0.0,100.0
2604.3,1,Opponent1,Opponent1_M2,,1H,Free Kick,Corner,100.0,0.0,93.0,44.0
2607.22,1,Huskies,Huskies_F1,,1H,Others on the ball,Clearance,7.0,56.0,22.0,60.0
2608.51,1,Opponent1,Opponent1_M1,Opponent1_M3,1H,Pass,Head pass,78.0,40.0,77.0,66.0
2610.75,1,Opponent1,Opponent1_M3,Opponent1_D4,1H,Pass,Cross,77.0,66.0,88.0,45.0
2612.05,1,Opponent1,Opponent1_D4,,1H,Offside,,88.0,45.0,100.0,100.0
2631.52,1,Huskies,Huskies_G1,,1H,Free Kick,Free Kick,12.0,51.0,31.0,53.0
2636.52,1,Huskies,Huskies_D2,Huskies_D1,1H,Pass,Simple pass,31.0,53.0,28.0,78.0
2642.0,1,Huskies,Huskies_D1,Huskies_D2,1H,Pass,Simple pass,28.0,78.0,30.0,50.0
2644.94,1,Huskies,Huskies_D2,Huskies_D3,1H,Pass,Simple pass,30.0,50.0,40.0,13.0
2646.73,1,Huskies,Huskies_D3,Huskies_D4,1H,Pass,Simple pass,40.0,13.0,58.0,4.0
2647.75,1,Huskies,Huskies_D4,,1H,Pass,Simple pass,58.0,4.0,62.0,10.0
2648.54,1,Opponent1,Opponent1_F3,,1H,Others on the ball,Touch,38.0,90.0,52.0,78.0
2650.42,1,Opponent1,Opponent1_M2,,1H,Duel,Ground attacking duel,52.0,78.0,53.0,65.0
2651.64,1,Huskies,Huskies_D4,,1H,Duel,Ground defending duel,48.0,22.0,47.0,35.0
2652.51,1,Opponent1,Opponent1_M2,Opponent1_F2,1H,Pass,Simple pass,53.0,65.0,61.0,50.0
2654.49,1,Opponent1,Opponent1_F2,Opponent1_M3,1H,Pass,Simple pass,61.0,50.0,70.0,53.0
2658.93,1,Opponent1,Opponent1_M3,Opponent1_F2,1H,Pass,Simple pass,70.0,53.0,77.0,80.0
2661.95,1,Opponent1,Opponent1_F2,,1H,Pass,Simple pass,77.0,80.0,88.0,84.0
2663.78,1,Huskies,Huskies_D3,,1H,Others on the ball,Clearance,12.0,16.0,18.0,5.0
2667.35,1,Opponent1,Opponent1_F2,,1H,Pass,Cross,82.0,95.0,100.0,100.0
2669.27,1,Huskies,Huskies_M2,,1H,Others on the ball,Touch,16.0,12.0,21.0,0.0
2686.92,1,Opponent1,Opponent1_F3,,1H,Free Kick,Throw in,84.0,100.0,86.0,89.0
2688.68,1,Opponent1,Opponent1_F1,,1H,Duel,Air duel,86.0,89.0,74.0,87.0
2688.71,1,Huskies,Huskies_D3,,1H,Duel,Air duel,14.0,11.0,26.0,13.0
2692.11,1,Huskies,Huskies_F2,,1H,Duel,Ground defending duel,26.0,13.0,35.0,26.0
2692.16,1,Opponent1,Opponent1_F3,,1H,Duel,Ground attacking duel,74.0,87.0,65.0,74.0
2694.68,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,35.0,26.0,33.0,43.0
2696.28,1,Huskies,Huskies_M1,Huskies_D1,1H,Pass,Simple pass,33.0,43.0,31.0,81.0
2697.88,1,Huskies,Huskies_D1,,1H,Others on the ball,Acceleration,31.0,81.0,47.0,82.0
2702.42,1,Huskies,Huskies_D1,Huskies_M1,1H,Pass,Simple pass,47.0,82.0,50.0,73.0
2703.2,1,Huskies,Huskies_M1,,1H,Others on the ball,Touch,50.0,73.0,59.0,65.0
2705.45,1,Huskies,Huskies_M1,Huskies_F2,1H,Pass,Simple pass,59.0,65.0,69.0,68.0
2706.44,1,Huskies,Huskies_F2,Huskies_M1,1H,Pass,Simple pass,69.0,68.0,66.0,76.0
2706.99,1,Huskies,Huskies_M1,,1H,Pass,Simple pass,66.0,76.0,81.0,76.0
2708.97,1,Opponent1,Opponent1_D1,,1H,Duel,Ground defending duel,19.0,24.0,21.0,20.0
2710.22,1,Huskies,Huskies_F3,Huskies_F1,1H,Pass,Simple pass,79.0,80.0,89.0,96.0
2712.24,1,Huskies,Huskies_F1,Huskies_F2,1H,Pass,Cross,89.0,96.0,94.0,49.0
2714.27,1,Huskies,Huskies_F2,,1H,Shot,Shot,94.0,49.0,0.0,0.0
2716.21,1,Opponent1,Opponent1_G1,,1H,Save attempt,Reflexes,100.0,100.0,6.0,51.0
2787.21,1,Huskies,Huskies_M3,,1H,Duel,Ground defending duel,56.0,37.0,57.0,38.0
2789.19,1,Opponent1,Opponent1_M3,,1H,Duel,Ground attacking duel,44.0,63.0,43.0,62.0
2790.0,1,Opponent1,Opponent1_M3,Opponent1_D2,1H,Pass,Simple pass,43.0,62.0,38.0,30.0
2792.95,1,Opponent1,Opponent1_D2,Opponent1_M1,1H,Pass,Simple pass,38.0,30.0,43.0,36.0
2794.58,1,Opponent1,Opponent1_M1,Opponent1_D3,1H,Pass,Simple pass,43.0,36.0,41.0,83.0
2799.12,1,Opponent1,Opponent1_D3,Opponent1_D3,1H,Pass,Simple pass,41.0,83.0,43.0,76.0
2805.26,1,Opponent1,Opponent1_D3,Opponent1_D1,1H,Pass,High pass,43.0,76.0,89.0,17.0
2810.22,1,Opponent1,Opponent1_D1,,1H,Offside,,89.0,17.0,100.0,100.0
